Número de Orden,SKU,Descripción SKU,Cantidad,Largo_cm,Ancho_cm,Alto_cm,Volumen_unitario_m3,Peso_unitario_kg,Volumen_total_m3,Peso_total_kg
ORD-CL-202612-000016,SKU-00089,Espejo pared 80x60,1,86.2,68.8,8.2,0.048631,7.542,0.048631,7.542
ORD-CL-202612-000016,SKU-00573,Alicate universal,2,22.4,7.1,3.1,0.000493,0.321,0.000986,0.642
ORD-CL-202612-000016,SKU-00828,Parlante Bluetooth,5,25.7,12.5,11.8,0.003791,0.918,0.018955,4.59
ORD-CL-202612-000016,SKU-00767,Cinta aisladora,2,9.7,10.1,2.0,0.000196,0.128,0.000392,0.256
ORD-CL-202612-000016,SKU-00557,Cuadro decorativo 60x40,4,62.0,43.4,6.2,0.016683,3.004,0.066732,12.016
ORD-CL-202612-000016,SKU-00298,Tablet 10 pulgadas,2,28.3,19.3,6.0,0.003277,0.853,0.006554,1.706
ORD-CL-202612-000016,SKU-00413,Cuadro decorativo 60x40,4,66.5,44.1,5.8,0.017009,2.934,0.068036,11.736
ORD-CL-202612-000016,SKU-00797,Caja herramientas plástica,1,48.6,31.1,24.4,0.03688,3.307,0.03688,3.307
ORD-CL-202612-000017,SKU-00265,Broca acero 10mm,9,20.2,5.0,3.1,0.000313,0.197,0.002817,1.773
ORD-CL-202612-000017,SKU-00392,Tablet 10 pulgadas,1,27.4,19.4,6.3,0.003349,0.896,0.003349,0.896
ORD-CL-202612-000017,SKU-00711,Teclado inalámbrico,4,46.3,17.9,5.0,0.004144,0.935,0.016576,3.74
ORD-CL-202612-000018,SKU-00264,Tornillos caja 100u,5,8.4,5.9,4.2,0.000208,0.47,0.00104,2.35
ORD-CL-202612-000018,SKU-00288,Llave ajustable 8 pulgadas,5,25.0,7.8,3.1,0.000605,0.642,0.003025,3.21
ORD-CL-202612-000018,SKU-00156,Silicona cartucho,3,23.3,5.0,5.0,0.000583,0.302,0.001749,0.906
ORD-CL-202612-000018,SKU-00472,Taladro eléctrico,3,36.9,30.7,9.8,0.011102,2.67,0.033306,8.01
ORD-CL-202612-000018,SKU-00535,Taladro eléctrico,5,37.8,29.0,9.6,0.010524,2.553,0.05262,12.765
ORD-CL-202612-000018,SKU-00693,Alicate universal,3,21.0,7.0,2.9,0.000426,0.372,0.001278,1.116
ORD-CL-202612-000018,SKU-00019,Rodillo pintura,5,31.3,25.1,8.3,0.006521,0.402,0.032605,2.01
ORD-CL-202612-000018,SKU-00587,Estantería modular,3,99.1,52.2,19.3,0.099839,13.195,0.299517,39.585
ORD-CL-202612-000019,SKU-00343,Pintura látex 1L,7,12.3,11.7,14.3,0.002058,1.332,0.014406,9.324
ORD-CL-202612-000019,SKU-00511,Manguera jardín 20m,3,33.3,33.5,14.9,0.016622,4.311,0.049866,12.933
ORD-CL-202612-000019,SKU-00425,Broca acero 10mm,1,20.6,5.1,2.9,0.000305,0.198,0.000305,0.198
ORD-CL-202612-000019,SKU-00338,Cámara seguridad,4,19.8,14.6,10.0,0.002891,0.635,0.011564,2.54
ORD-CL-202612-000019,SKU-00496,Mouse óptico,10,15.2,9.8,5.1,0.00076,0.193,0.0076,1.93
ORD-CL-202612-000019,SKU-00565,Cable eléctrico 10m,2,25.1,25.5,8.2,0.005248,1.169,0.010496,2.338
ORD-CL-202612-000019,SKU-00500,Smart TV 43 pulgadas,3,113.7,69.8,15.0,0.119044,11.343,0.357132,34.029
ORD-CL-202612-000019,SKU-00443,Mouse óptico,5,15.2,9.9,5.1,0.000767,0.2,0.003835,1.0
ORD-CL-202612-000019,SKU-00422,Tarugos nylon bolsa 50u,5,11.9,8.2,2.9,0.000283,0.259,0.001415,1.295
ORD-CL-202612-000019,SKU-00728,Rodillo pintura,2,30.3,25.1,7.8,0.005932,0.371,0.011864,0.742
ORD-CL-202612-000019,SKU-00428,Llave ajustable 8 pulgadas,2,23.9,7.8,3.0,0.000559,0.574,0.001118,1.148
ORD-CL-202612-000019,SKU-00294,Clavos caja 1kg,1,14.5,10.3,6.1,0.000911,0.98,0.000911,0.98
ORD-CL-202612-000019,SKU-00067,Mouse óptico,29,14.8,10.0,5.1,0.000755,0.181,0.021895,5.249
ORD-CL-202612-000019,SKU-00856,Lámpara mesa,2,33.8,26.1,24.0,0.021172,2.332,0.042344,4.664
ORD-CL-202612-000019,SKU-00612,Pintura látex 1L,4,11.6,11.9,14.7,0.002029,1.397,0.008116,5.588
ORD-CL-202612-000019,SKU-00219,Escalera aluminio 4 peldaños,19,117.6,46.3,15.5,0.084396,7.601,1.603524,144.419
ORD-CL-202612-000019,SKU-00546,Martillo carpintero,10,31.7,11.4,4.1,0.001482,0.921,0.01482,9.21
ORD-CL-202612-000019,SKU-00845,Interruptor eléctrico,4,11.8,7.6,6.0,0.000538,0.138,0.002152,0.552
ORD-CL-202612-000020,SKU-00526,Manguera jardín 20m,1,33.6,36.0,14.3,0.017297,4.101,0.017297,4.101
ORD-CL-202612-000020,SKU-00675,Escalera aluminio 4 peldaños,3,122.1,43.6,15.1,0.080386,8.676,0.241158,26.028
ORD-CL-202612-000020,SKU-00544,Pintura látex 1L,3,12.1,11.6,14.2,0.001993,1.212,0.005979,3.636
ORD-CL-202612-000020,SKU-00553,Notebook 15 pulgadas,2,38.9,28.9,6.1,0.006858,2.01,0.013716,4.02
ORD-CL-202612-000020,SKU-00857,Escalera aluminio 4 peldaños,7,125.7,43.4,14.9,0.081285,8.719,0.568995,61.033
ORD-CL-202612-000020,SKU-00822,Clavos caja 1kg,5,15.1,9.8,5.7,0.000843,1.14,0.004215,5.7
ORD-CL-202612-000020,SKU-00771,Monitor 24 pulgadas,2,62.2,44.5,15.7,0.043456,4.55,0.086912,9.1
ORD-CL-202612-000020,SKU-00876,Manguera jardín 20m,4,34.2,34.5,15.4,0.01817,4.123,0.07268,16.492
ORD-CL-202612-000020,SKU-00458,Escalera aluminio 4 peldaños,26,124.0,46.0,15.0,0.08556,8.038,2.22456,208.988
ORD-CL-202612-000020,SKU-00282,Notebook 15 pulgadas,2,38.1,29.9,5.7,0.006493,2.169,0.012986,4.338
ORD-CL-202612-000020,SKU-00291,Taladro eléctrico,9,39.6,30.8,10.3,0.012563,2.92,0.113067,26.28
ORD-CL-202612-000020,SKU-00183,Smart TV 43 pulgadas,2,108.8,71.5,15.6,0.121356,12.811,0.242712,25.622
ORD-CL-202612-000020,SKU-00205,Cuadro decorativo 60x40,17,66.1,43.4,6.1,0.017499,2.593,0.297483,44.081
ORD-CL-202612-000020,SKU-00655,Alicate universal,4,22.0,7.2,3.0,0.000475,0.324,0.0019,1.296
ORD-CL-202612-000020,SKU-00697,Silicona cartucho,3,23.5,5.1,5.1,0.000611,0.273,0.001833,0.819
ORD-CL-202612-000021,SKU-00831,Rodillo pintura,2,29.5,25.7,8.4,0.006368,0.371,0.012736,0.742
ORD-CL-202612-000021,SKU-00031,Cinta aisladora,10,9.8,9.6,2.0,0.000188,0.111,0.00188,1.11
ORD-CL-202612-000021,SKU-00556,Tarugos nylon bolsa 50u,5,12.1,8.1,3.1,0.000304,0.242,0.00152,1.21
ORD-CL-202612-000021,SKU-00615,Tornillos caja 100u,1,7.7,5.8,4.1,0.000183,0.419,0.000183,0.419
ORD-CL-202612-000021,SKU-00438,Reloj pared,29,35.0,34.4,8.2,0.009873,1.176,0.286317,34.104
ORD-CL-202612-000021,SKU-00489,Interruptor eléctrico,10,11.6,8.4,6.1,0.000594,0.137,0.00594,1.37
ORD-CL-202612-000021,SKU-00157,Lámpara mesa,8,33.5,25.7,25.3,0.021782,2.202,0.174256,17.616
ORD-CL-202612-000022,SKU-00094,Pintura látex 4L,2,20.1,20.6,24.6,0.010186,4.769,0.020372,9.538
ORD-CL-202612-000022,SKU-00673,Estantería modular,4,99.4,48.8,20.3,0.09847,11.849,0.39388,47.396
ORD-CL-202612-000022,SKU-00860,Cámara seguridad,5,20.2,14.9,10.0,0.00301,0.618,0.01505,3.09
ORD-CL-202612-000022,SKU-00768,Broca acero 10mm,5,19.5,5.0,2.9,0.000283,0.196,0.001415,0.98
ORD-CL-202612-000022,SKU-00525,Interruptor eléctrico,2,12.4,8.1,6.2,0.000623,0.14,0.001246,0.28
ORD-CL-202612-000022,SKU-00590,Amoladora angular,1,40.3,33.3,11.7,0.015701,3.222,0.015701,3.222
ORD-CL-202612-000022,SKU-00853,Pintura látex 4L,3,19.5,21.0,25.4,0.010401,5.17,0.031203,15.51
ORD-CL-202612-000022,SKU-00323,Estantería modular,4,102.3,50.5,20.6,0.106423,10.822,0.425692,43.288
ORD-CL-202612-000022,SKU-00854,Cable eléctrico 10m,5,23.9,24.3,8.2,0.004762,1.214,0.02381,6.07
ORD-CL-202612-000022,SKU-00767,Cinta aisladora,2,9.7,10.1,2.0,0.000196,0.128,0.000392,0.256
ORD-CL-202612-000022,SKU-00211,Cinta aisladora,6,10.3,9.6,2.0,0.000198,0.116,0.001188,0.696
ORD-CL-202612-000023,SKU-00123,Silicona cartucho,5,23.4,5.1,4.8,0.000573,0.274,0.002865,1.37
ORD-CL-202612-000023,SKU-00513,Escalera aluminio 4 peldaños,5,114.8,46.5,14.8,0.079005,8.788,0.395025,43.94
ORD-CL-202612-000023,SKU-00557,Cuadro decorativo 60x40,7,62.0,43.4,6.2,0.016683,3.004,0.116781,21.028
ORD-CL-202612-000023,SKU-00431,Rodillo pintura,10,28.7,24.8,8.3,0.005908,0.416,0.05908,4.16
ORD-CL-202612-000023,SKU-00266,Taladro eléctrico,1,38.1,29.0,9.9,0.010939,2.835,0.010939,2.835
ORD-CL-202612-000023,SKU-00705,Router WiFi,4,24.0,19.2,8.0,0.003686,0.764,0.014744,3.056
ORD-CL-202612-000024,SKU-00274,Broca acero 10mm,1,19.5,5.1,2.9,0.000288,0.181,0.000288,0.181
ORD-CL-202612-000024,SKU-00169,Interruptor eléctrico,5,11.6,7.9,6.0,0.00055,0.155,0.00275,0.775
ORD-CL-202612-000024,SKU-00361,Cámara seguridad,4,20.9,14.6,9.6,0.002929,0.654,0.011716,2.616
ORD-CL-202612-000024,SKU-00589,Tornillos caja 100u,2,7.8,6.3,4.1,0.000201,0.441,0.000402,0.882
ORD-CL-202612-000024,SKU-00494,Smartphone caja,4,17.2,9.9,4.8,0.000817,0.611,0.003268,2.444
ORD-CL-202612-000024,SKU-00656,Pintura látex 1L,1,12.2,11.6,14.3,0.002024,1.319,0.002024,1.319
ORD-CL-202612-000024,SKU-00470,Tarugos nylon bolsa 50u,4,12.5,7.6,3.0,0.000285,0.265,0.00114,1.06
ORD-CL-202612-000024,SKU-00410,Alicate universal,4,21.6,7.2,2.9,0.000451,0.324,0.001804,1.296
ORD-CL-202612-000024,SKU-00450,Lámpara mesa,2,34.5,24.3,24.0,0.02012,2.343,0.04024,4.686
ORD-CL-202612-000024,SKU-00744,Cinta aisladora,5,10.4,9.8,1.9,0.000194,0.119,0.00097,0.595
ORD-CL-202612-000024,SKU-00812,Sierra circular,3,44.0,36.4,14.7,0.023544,5.583,0.070632,16.749
ORD-CL-202612-000024,SKU-00858,Rodillo pintura,6,28.5,25.5,7.7,0.005596,0.384,0.033576,2.304
ORD-CL-202612-000025,SKU-00124,Parlante Bluetooth,3,25.3,11.5,11.6,0.003375,0.913,0.010125,2.739
ORD-CL-202612-000025,SKU-00888,Escalera aluminio 4 peldaños,11,124.3,47.0,15.7,0.091721,7.702,1.008931,84.722
ORD-CL-202612-000025,SKU-00502,Rodillo pintura,5,30.8,26.0,8.2,0.006567,0.381,0.032835,1.905
ORD-CL-202612-000025,SKU-00108,Espejo pared 80x60,5,87.9,67.3,8.2,0.048508,7.282,0.24254,36.41
ORD-CL-202612-000025,SKU-00403,Taladro eléctrico,1,37.8,29.0,10.4,0.0114,2.932,0.0114,2.932
ORD-CL-202612-000025,SKU-00817,Tornillos caja 100u,1,7.9,6.0,4.1,0.000194,0.46,0.000194,0.46
ORD-CL-202612-000025,SKU-00331,Caja herramientas plástica,1,51.1,30.8,23.9,0.037616,3.28,0.037616,3.28
ORD-CL-202612-000026,SKU-00446,Taladro eléctrico,1,37.4,30.4,10.1,0.011483,2.754,0.011483,2.754
ORD-CL-202612-000026,SKU-00858,Rodillo pintura,3,28.5,25.5,7.7,0.005596,0.384,0.016788,1.152
ORD-CL-202612-000026,SKU-00547,Espejo pared 80x60,4,87.7,69.8,8.1,0.049584,7.353,0.198336,29.412
ORD-CL-202612-000026,SKU-00716,Taladro eléctrico,5,38.8,30.4,9.8,0.011559,2.892,0.057795,14.46
ORD-CL-202612-000026,SKU-00480,Escalera aluminio 4 peldaños,4,125.9,43.4,14.5,0.079229,7.799,0.316916,31.196
ORD-CL-202612-000026,SKU-00641,Cámara seguridad,1,20.6,14.6,10.4,0.003128,0.649,0.003128,0.649
ORD-CL-202612-000026,SKU-00411,Lámpara mesa,3,34.5,26.2,24.4,0.022055,2.238,0.066165,6.714
ORD-CL-202612-000026,SKU-00843,Notebook 15 pulgadas,3,41.4,30.4,6.2,0.007803,2.037,0.023409,6.111
ORD-CL-202612-000026,SKU-00771,Monitor 24 pulgadas,2,62.2,44.5,15.7,0.043456,4.55,0.086912,9.1
ORD-CL-202612-000026,SKU-00585,Mouse óptico,3,15.1,10.5,5.0,0.000793,0.195,0.002379,0.585
ORD-CL-202612-000026,SKU-00842,Silicona cartucho,2,22.7,4.9,5.2,0.000578,0.276,0.001156,0.552
ORD-CL-202612-000026,SKU-00754,Reloj pared,3,36.5,35.7,7.7,0.010033,1.152,0.030099,3.456
ORD-CL-202612-000026,SKU-00289,Florero cerámica,2,23.8,23.9,41.5,0.023606,2.53,0.047212,5.06
ORD-CL-202612-000026,SKU-00053,Estantería modular,2,102.1,47.7,19.3,0.093994,11.995,0.187988,23.99
ORD-CL-202612-000026,SKU-00255,Smart TV 43 pulgadas,3,106.8,70.5,15.2,0.114447,12.272,0.343341,36.816
ORD-CL-202612-000026,SKU-00453,Florero cerámica,3,24.8,25.5,39.6,0.025043,2.743,0.075129,8.229
ORD-CL-202612-000026,SKU-00551,Smart TV 43 pulgadas,1,110.1,70.3,14.6,0.113004,12.067,0.113004,12.067
ORD-CL-202612-000026,SKU-00113,Broca acero 10mm,2,20.1,4.8,3.0,0.000289,0.168,0.000578,0.336
ORD-CL-202612-000026,SKU-00249,Caja herramientas plástica,4,51.3,29.7,24.6,0.037481,3.213,0.149924,12.852
ORD-CL-202612-000027,SKU-00241,Cable eléctrico 10m,1,25.5,25.7,8.2,0.005374,1.203,0.005374,1.203
ORD-CL-202612-000027,SKU-00001,Martillo carpintero,1,33.4,11.5,4.1,0.001575,1.006,0.001575,1.006
ORD-CL-202612-000027,SKU-00556,Tarugos nylon bolsa 50u,5,12.1,8.1,3.1,0.000304,0.242,0.00152,1.21
ORD-CL-202612-000027,SKU-00790,Caja herramientas plástica,2,52.4,29.2,24.0,0.036722,3.301,0.073444,6.602
ORD-CL-202612-000027,SKU-00518,Florero cerámica,1,24.5,25.1,41.9,0.025766,2.738,0.025766,2.738
ORD-CL-202612-000027,SKU-00590,Amoladora angular,6,40.3,33.3,11.7,0.015701,3.222,0.094206,19.332
ORD-CL-202612-000027,SKU-00741,Pintura látex 1L,1,12.0,11.4,14.4,0.00197,1.187,0.00197,1.187
ORD-CL-202612-000027,SKU-00707,Taladro eléctrico,5,38.3,31.4,9.7,0.011665,2.699,0.058325,13.495
ORD-CL-202612-000027,SKU-00091,Lámpara mesa,5,35.6,24.4,26.1,0.022672,2.358,0.11336,11.79
ORD-CL-202612-000027,SKU-00031,Cinta aisladora,1,9.8,9.6,2.0,0.000188,0.111,0.000188,0.111
ORD-CL-202612-000027,SKU-00094,Pintura látex 4L,1,20.1,20.6,24.6,0.010186,4.769,0.010186,4.769
ORD-CL-202612-000027,SKU-00016,Amoladora angular,3,38.9,32.8,12.2,0.015566,2.85,0.046698,8.55
ORD-CL-202612-000027,SKU-00743,Monitor 24 pulgadas,5,59.2,45.6,15.2,0.041033,4.973,0.205165,24.865
ORD-CL-202612-000027,SKU-00005,Lámpara mesa,9,36.5,24.7,24.7,0.022268,2.362,0.200412,21.258
ORD-CL-202612-000027,SKU-00716,Taladro eléctrico,5,38.8,30.4,9.8,0.011559,2.892,0.057795,14.46
ORD-CL-202612-000027,SKU-00300,Caja herramientas plástica,7,52.4,29.0,26.1,0.039662,3.205,0.277634,22.435
ORD-CL-202612-000027,SKU-00876,Manguera jardín 20m,30,34.2,34.5,15.4,0.01817,4.123,0.5451,123.69
ORD-CL-202612-000028,SKU-00008,Manguera jardín 20m,1,36.7,35.9,14.8,0.019499,3.855,0.019499,3.855
ORD-CL-202612-000028,SKU-00719,Sierra circular,4,43.4,34.7,15.3,0.023041,5.762,0.092164,23.048
ORD-CL-202612-000028,SKU-00677,Martillo carpintero,1,31.7,11.4,4.0,0.001446,1.017,0.001446,1.017
ORD-CL-202612-000028,SKU-00854,Cable eléctrico 10m,1,23.9,24.3,8.2,0.004762,1.214,0.004762,1.214
ORD-CL-202612-000028,SKU-00145,Pintura látex 1L,3,12.6,11.9,13.5,0.002024,1.22,0.006072,3.66
ORD-CL-202612-000028,SKU-00506,Mouse óptico,7,14.6,10.3,4.9,0.000737,0.211,0.005159,1.477
ORD-CL-202612-000028,SKU-00668,Cuadro decorativo 60x40,12,63.3,46.8,6.0,0.017775,3.01,0.2133,36.12
ORD-CL-202612-000028,SKU-00455,Smart TV 43 pulgadas,1,106.1,72.3,15.5,0.118901,13.491,0.118901,13.491
ORD-CL-202612-000028,SKU-00684,Cable eléctrico 10m,3,24.9,24.3,8.2,0.004962,1.161,0.014886,3.483
ORD-CL-202612-000028,SKU-00625,Manguera jardín 20m,7,34.5,34.2,14.4,0.016991,4.531,0.118937,31.717
ORD-CL-202612-000028,SKU-00674,Smartphone caja,3,18.8,10.3,5.0,0.000968,0.602,0.002904,1.806
ORD-CL-202612-000028,SKU-00420,Amoladora angular,8,40.4,33.3,12.4,0.016682,3.049,0.133456,24.392
ORD-CL-202612-000028,SKU-00235,Martillo carpintero,4,32.6,11.7,4.1,0.001564,0.968,0.006256,3.872
ORD-CL-202612-000029,SKU-00271,Cámara seguridad,7,19.7,15.5,10.0,0.003053,0.629,0.021371,4.403
ORD-CL-202612-000029,SKU-00405,Smartphone caja,9,17.6,9.6,5.0,0.000845,0.612,0.007605,5.508
ORD-CL-202612-000029,SKU-00313,Caja herramientas plástica,12,48.0,30.1,25.5,0.036842,3.672,0.442104,44.064
ORD-CL-202612-000029,SKU-00226,Alicate universal,4,21.9,7.3,3.0,0.00048,0.356,0.00192,1.424
ORD-CL-202612-000029,SKU-00639,Estantería modular,3,97.4,48.4,19.4,0.091455,11.271,0.274365,33.813
ORD-CL-202612-000029,SKU-00387,Pintura látex 1L,2,12.3,12.0,14.3,0.002111,1.251,0.004222,2.502
ORD-CL-202612-000029,SKU-00498,Caja herramientas plástica,2,51.0,29.1,25.3,0.037548,3.737,0.075096,7.474
ORD-CL-202612-000029,SKU-00663,Escalera aluminio 4 peldaños,5,120.4,44.6,14.6,0.0784,7.815,0.392,39.075
ORD-CL-202612-000029,SKU-00763,Estantería modular,3,97.9,47.5,19.3,0.08975,11.034,0.26925,33.102
ORD-CL-202612-000030,SKU-00225,Amoladora angular,4,39.0,31.7,12.0,0.014836,3.174,0.059344,12.696
ORD-CL-202612-000030,SKU-00139,Monitor 24 pulgadas,3,60.7,45.9,14.3,0.039842,4.856,0.119526,14.568
ORD-CL-202612-000030,SKU-00057,Alicate universal,6,22.0,7.2,3.0,0.000475,0.317,0.00285,1.902
ORD-CL-202612-000030,SKU-00622,Martillo carpintero,4,31.8,12.2,4.1,0.001591,1.004,0.006364,4.016
ORD-CL-202612-000030,SKU-00585,Mouse óptico,3,15.1,10.5,5.0,0.000793,0.195,0.002379,0.585
ORD-CL-202612-000030,SKU-00551,Smart TV 43 pulgadas,2,110.1,70.3,14.6,0.113004,12.067,0.226008,24.134
ORD-CL-202612-000030,SKU-00068,Mouse óptico,3,15.5,10.1,5.0,0.000783,0.201,0.002349,0.603
ORD-CL-202612-000031,SKU-00767,Cinta aisladora,4,9.7,10.1,2.0,0.000196,0.128,0.000784,0.512
ORD-CL-202612-000031,SKU-00127,Clavos caja 1kg,4,15.5,10.3,5.9,0.000942,1.098,0.003768,4.392
ORD-CL-202612-000031,SKU-00837,Caja herramientas plástica,9,48.0,31.5,24.9,0.037649,3.358,0.338841,30.222
ORD-CL-202612-000031,SKU-00653,Estantería modular,1,100.6,51.4,20.0,0.103417,12.852,0.103417,12.852
ORD-CL-202612-000031,SKU-00857,Escalera aluminio 4 peldaños,4,125.7,43.4,14.9,0.081285,8.719,0.32514,34.876
ORD-CL-202612-000031,SKU-00437,Espejo pared 80x60,24,89.2,66.7,7.7,0.045812,6.775,1.099488,162.6
ORD-CL-202612-000031,SKU-00387,Pintura látex 1L,1,12.3,12.0,14.3,0.002111,1.251,0.002111,1.251
ORD-CL-202612-000031,SKU-00580,Espejo pared 80x60,5,90.6,70.5,7.9,0.05046,7.434,0.2523,37.17
ORD-CL-202612-000031,SKU-00690,Amoladora angular,3,39.5,32.2,12.5,0.015899,3.287,0.047697,9.861
ORD-CL-202612-000031,SKU-00550,Reloj pared,5,33.9,35.1,8.0,0.009519,1.004,0.047595,5.02
ORD-CL-202612-000031,SKU-00487,Caja herramientas plástica,5,50.7,30.7,26.0,0.040469,3.825,0.202345,19.125
ORD-CL-202612-000031,SKU-00834,Clavos caja 1kg,29,15.0,10.3,5.9,0.000912,1.101,0.026448,31.929
ORD-CL-202612-000031,SKU-00559,Lámpara mesa,9,36.1,24.9,25.1,0.022562,2.379,0.203058,21.411
ORD-CL-202612-000031,SKU-00177,Cuadro decorativo 60x40,1,63.8,45.3,6.1,0.01763,2.898,0.01763,2.898
ORD-CL-202612-000031,SKU-00723,Escalera aluminio 4 peldaños,1,125.9,44.6,15.6,0.087596,8.243,0.087596,8.243
ORD-CL-202612-000031,SKU-00059,Notebook 15 pulgadas,4,39.5,28.9,6.0,0.006849,2.145,0.027396,8.58
ORD-CL-202612-000031,SKU-00136,Tornillos caja 100u,2,7.9,6.3,3.8,0.000189,0.439,0.000378,0.878
ORD-CL-202612-000032,SKU-00263,Tablet 10 pulgadas,2,29.0,20.8,6.0,0.003619,0.888,0.007238,1.776
ORD-CL-202612-000032,SKU-00584,Teclado inalámbrico,2,46.6,18.7,5.2,0.004531,0.863,0.009062,1.726
ORD-CL-202612-000032,SKU-00424,Espejo pared 80x60,5,92.1,70.1,7.8,0.050358,7.846,0.25179,39.23
ORD-CL-202612-000032,SKU-00655,Alicate universal,3,22.0,7.2,3.0,0.000475,0.324,0.001425,0.972
ORD-CL-202612-000032,SKU-00385,Reloj pared,4,36.5,36.1,7.9,0.010409,1.106,0.041636,4.424
ORD-CL-202612-000032,SKU-00303,Pintura látex 1L,1,12.4,12.6,13.5,0.002109,1.33,0.002109,1.33
ORD-CL-202612-000032,SKU-00822,Clavos caja 1kg,2,15.1,9.8,5.7,0.000843,1.14,0.001686,2.28
ORD-CL-202612-000032,SKU-00201,Caja herramientas plástica,4,47.5,30.0,24.9,0.035483,3.517,0.141932,14.068
ORD-CL-202612-000032,SKU-00774,Estantería modular,16,96.7,52.3,20.2,0.10216,11.453,1.63456,183.248
ORD-CL-202612-000032,SKU-00164,Tablet 10 pulgadas,1,27.2,19.3,5.9,0.003097,0.981,0.003097,0.981
ORD-CL-202612-000032,SKU-00048,Alicate universal,4,22.4,6.7,3.1,0.000465,0.346,0.00186,1.384
ORD-CL-202612-000032,SKU-00063,Caja herramientas plástica,3,52.4,31.0,24.8,0.040285,3.424,0.120855,10.272
ORD-CL-202612-000033,SKU-00721,Notebook 15 pulgadas,10,39.2,30.4,6.2,0.007388,1.927,0.07388,19.27
ORD-CL-202612-000033,SKU-00481,Escalera aluminio 4 peldaños,2,124.4,45.6,15.5,0.087926,7.665,0.175852,15.33
ORD-CL-202612-000033,SKU-00076,Notebook 15 pulgadas,5,38.6,30.5,5.8,0.006828,2.011,0.03414,10.055
ORD-CL-202612-000034,SKU-00847,Tornillos caja 100u,2,8.4,6.3,4.1,0.000217,0.428,0.000434,0.856
ORD-CL-202612-000034,SKU-00441,Tablet 10 pulgadas,5,26.8,19.5,6.1,0.003188,0.963,0.01594,4.815
ORD-CL-202612-000034,SKU-00192,Florero cerámica,2,25.0,23.8,41.2,0.024514,2.551,0.049028,5.102
ORD-CL-202612-000034,SKU-00649,Cable eléctrico 10m,4,24.9,25.2,8.2,0.005145,1.297,0.02058,5.188
ORD-CL-202612-000034,SKU-00060,Caja herramientas plástica,4,49.9,31.2,25.1,0.039078,3.453,0.156312,13.812
ORD-CL-202612-000034,SKU-00102,Estantería modular,4,102.2,49.1,19.8,0.099357,10.883,0.397428,43.532
ORD-CL-202612-000034,SKU-00612,Pintura látex 1L,1,11.6,11.9,14.7,0.002029,1.397,0.002029,1.397
ORD-CL-202612-000035,SKU-00409,Teclado inalámbrico,9,45.0,17.9,4.8,0.003866,0.79,0.034794,7.11
ORD-CL-202612-000035,SKU-00567,Florero cerámica,2,25.9,24.8,39.9,0.025629,2.654,0.051258,5.308
ORD-CL-202612-000035,SKU-00656,Pintura látex 1L,2,12.2,11.6,14.3,0.002024,1.319,0.004048,2.638
ORD-CL-202612-000036,SKU-00178,Router WiFi,3,26.2,20.5,7.7,0.004136,0.787,0.012408,2.361
ORD-CL-202612-000036,SKU-00463,Parlante Bluetooth,4,23.8,12.3,12.4,0.00363,0.892,0.01452,3.568
ORD-CL-202612-000036,SKU-00530,Sierra circular,4,45.1,34.4,14.9,0.023116,5.413,0.092464,21.652
ORD-CL-202612-000036,SKU-00091,Lámpara mesa,1,35.6,24.4,26.1,0.022672,2.358,0.022672,2.358
ORD-CL-202612-000036,SKU-00024,Taladro eléctrico,3,36.1,30.5,9.7,0.01068,2.84,0.03204,8.52
ORD-CL-202612-000036,SKU-00060,Caja herramientas plástica,3,49.9,31.2,25.1,0.039078,3.453,0.117234,10.359
ORD-CL-202612-000036,SKU-00771,Monitor 24 pulgadas,3,62.2,44.5,15.7,0.043456,4.55,0.130368,13.65
ORD-CL-202612-000036,SKU-00139,Monitor 24 pulgadas,5,60.7,45.9,14.3,0.039842,4.856,0.19921,24.28
ORD-CL-202612-000036,SKU-00253,Caja herramientas plástica,12,50.4,31.1,24.7,0.038716,3.192,0.464592,38.304
ORD-CL-202612-000036,SKU-00884,Llave ajustable 8 pulgadas,3,26.0,8.0,3.0,0.000624,0.63,0.001872,1.89
ORD-CL-202612-000036,SKU-00477,Parlante Bluetooth,3,24.4,12.2,12.4,0.003691,1.005,0.011073,3.015
ORD-CL-202612-000036,SKU-00008,Manguera jardín 20m,5,36.7,35.9,14.8,0.019499,3.855,0.097495,19.275
ORD-CL-202612-000036,SKU-00362,Parlante Bluetooth,22,24.8,11.8,11.5,0.003365,0.929,0.07403,20.438
ORD-CL-202612-000036,SKU-00417,Silicona cartucho,12,22.7,4.9,5.2,0.000578,0.304,0.006936,3.648
ORD-CL-202612-000036,SKU-00663,Escalera aluminio 4 peldaños,5,120.4,44.6,14.6,0.0784,7.815,0.392,39.075
ORD-CL-202612-000036,SKU-00521,Cámara seguridad,1,19.2,15.0,10.4,0.002995,0.598,0.002995,0.598
ORD-CL-202612-000036,SKU-00034,Monitor 24 pulgadas,2,59.9,45.7,14.4,0.039419,5.0,0.078838,10.0
ORD-CL-202612-000036,SKU-00489,Interruptor eléctrico,1,11.6,8.4,6.1,0.000594,0.137,0.000594,0.137
ORD-CL-202612-000036,SKU-00597,Mouse óptico,4,14.8,10.2,5.0,0.000755,0.218,0.00302,0.872
ORD-CL-202612-000036,SKU-00195,Smart TV 43 pulgadas,3,108.9,66.8,14.7,0.106935,12.165,0.320805,36.495
